"ид_события","ид_канала_данных","дата","время","тревожное","значение_датчика"
4524380593,196780,"2026-08-01","05:28:58",false,"0.01"
4524380645,196750,"2026-08-01","05:29:00",false,"0.00"
4524380635,196729,"2026-08-01","05:29:00",false,"0.01"
4524380634,196723,"2026-08-01","05:29:00",false,"0.00"
4524380671,196738,"2026-08-01","05:29:02",false,"0.02"
4524380669,196728,"2026-08-01","05:29:02",false,"0.01"
4524380681,196771,"2026-08-01","05:29:03",false,"0.01"
4524380701,196728,"2026-08-01","05:29:04",false,"0.00"
4524380733,196762,"2026-08-01","05:29:06",false,"0.01"
4524380732,196729,"2026-08-01","05:29:06",false,"0.00"
4524380835,196732,"2026-08-01","05:29:10",false,"0.00"
4524380832,196729,"2026-08-01","05:29:10",false,"0.01"
4524380825,196780,"2026-08-01","05:29:10",false,"0.00"
4524380848,196771,"2026-08-01","05:29:11",false,"0.00"
4524380876,196771,"2026-08-01","05:29:13",false,"0.01"
4524380883,196725,"2026-08-01","05:29:14",false,"0.01"
4524380905,196765,"2026-08-01","05:29:15",false,"0.00"
4524380897,196732,"2026-08-01","05:29:15",false,"0.01"
4524380934,196793,"2026-08-01","05:29:17",false,"0.01"
4524380933,196729,"2026-08-01","05:29:17",false,"0.00"
4524380955,196750,"2026-08-01","05:29:18",false,"0.01"
4524380946,196730,"2026-08-01","05:29:18",false,"0.01"
4524380980,196768,"2026-08-01","05:29:19",false,"0.00"
4524380962,196732,"2026-08-01","05:29:19",false,"0.00"
4524380999,196750,"2026-08-01","05:29:20",false,"0.00"
4524380992,196736,"2026-08-01","05:29:20",false,"0.01"
4524380989,196730,"2026-08-01","05:29:20",false,"0.00"
4524381026,196768,"2026-08-01","05:29:21",false,"0.01"
4524381038,196750,"2026-08-01","05:29:22",false,"0.01"
4524381054,196729,"2026-08-01","05:29:23",false,"0.01"
4524381090,196771,"2026-08-01","05:29:24",false,"0.00"
4524381076,196726,"2026-08-01","05:29:24",false,"0.01"
4524381075,196736,"2026-08-01","05:29:24",false,"0.00"
4524381096,196729,"2026-08-01","05:29:25",false,"0.00"
4524381138,196732,"2026-08-01","05:29:27",false,"0.01"
4524381136,196738,"2026-08-01","05:29:27",false,"0.01"
4524381167,196732,"2026-08-01","05:29:29",false,"0.00"
4524381229,196762,"2026-08-01","05:29:33",false,"0.00"
4524381216,196750,"2026-08-01","05:29:33",false,"0.00"
4524381249,196731,"2026-08-01","05:29:34",false,"0.01"
4524381248,196729,"2026-08-01","05:29:34",false,"0.01"
4524381238,196765,"2026-08-01","05:29:34",false,"0.01"
4524381262,196768,"2026-08-01","05:29:35",false,"0.02"
4524381296,196729,"2026-08-01","05:29:36",false,"0.00"
4524381295,196762,"2026-08-01","05:29:36",false,"0.01"
4524381288,196765,"2026-08-01","05:29:36",false,"0.00"
4524381283,196775,"2026-08-01","05:29:36",false,"0.00"
4524381306,196768,"2026-08-01","05:29:37",false,"0.01"
4524381304,196779,"2026-08-01","05:29:37",false,"0.01"
4524381329,196730,"2026-08-01","05:29:38",false,"0.01"
4524381333,196760,"2026-08-01","05:29:38",false,"0.00"
4524381330,196731,"2026-08-01","05:29:38",false,"0.00"
4524381359,196731,"2026-08-01","05:29:40",false,"0.01"
4524381358,196730,"2026-08-01","05:29:40",false,"0.00"
4524381376,196768,"2026-08-01","05:29:41",false,"0.02"
4524381374,196765,"2026-08-01","05:29:41",false,"0.01"
4524381398,196729,"2026-08-01","05:29:42",false,"0.01"
4524381422,196750,"2026-08-01","05:29:44",false,"0.01"
4524381462,196731,"2026-08-01","05:29:46",false,"0.00"
4524381474,196777,"2026-08-01","05:29:47",false,"0.01"
4524381476,196779,"2026-08-01","05:29:47",false,"0.00"
4524381499,196779,"2026-08-01","05:29:48",false,"0.01"
4524381514,196771,"2026-08-01","05:29:49",false,"0.01"
4524381521,196727,"2026-08-01","05:29:50",false,"0.01"
4524381539,196762,"2026-08-01","05:29:51",false,"0.00"
4524381538,196759,"2026-08-01","05:29:51",false,"0.03"
4524381553,196752,"2026-08-01","05:29:51",false,"0.01"
4524381559,196771,"2026-08-01","05:29:51",false,"0.00"
4524381561,196785,"2026-08-01","05:29:52",false,"0.01"
4524381563,196730,"2026-08-01","05:29:52",false,"0.01"
4524381578,196755,"2026-08-01","05:29:53",false,"0.01"
4524381584,196752,"2026-08-01","05:29:53",false,"0.00"
4524381594,196725,"2026-08-01","05:29:54",false,"0.00"
4524381608,196738,"2026-08-01","05:29:55",false,"0.00"
4524381653,196762,"2026-08-01","05:29:57",false,"0.01"
4524381651,196755,"2026-08-01","05:29:57",false,"0.00"
4524381668,196771,"2026-08-01","05:29:58",false,"0.01"
4524381677,196727,"2026-08-01","05:29:58",false,"0.00"
4524381667,196775,"2026-08-01","05:29:58",false,"0.01"
4524381715,196727,"2026-08-01","05:30:00",false,"0.01"
4524381704,196771,"2026-08-01","05:30:00",false,"0.00"
4524381753,196785,"2026-08-01","05:30:02",false,"0.00"
4524381784,196793,"2026-08-01","05:30:03",false,"0.00"
4524381772,196762,"2026-08-01","05:30:03",false,"0.00"
4524381786,196727,"2026-08-01","05:30:04",false,"0.00"
4524381791,196767,"2026-08-01","05:30:04",false,"0.01"
4524381799,196762,"2026-08-01","05:30:05",false,"0.01"
4524381818,196767,"2026-08-01","05:30:08",false,"0.00"
4524381833,196765,"2026-08-01","05:30:09",false,"0.00"
4524381842,196729,"2026-08-01","05:30:10",false,"0.00"
4524381841,196736,"2026-08-01","05:30:10",false,"0.01"
4524381866,196784,"2026-08-01","05:30:11",false,"0.01"
4524381870,196762,"2026-08-01","05:30:12",false,"0.00"
4524381871,196727,"2026-08-01","05:30:12",false,"0.01"
4524381882,196779,"2026-08-01","05:30:12",false,"0.00"
4524381889,196736,"2026-08-01","05:30:13",false,"0.00"
4524381888,196761,"2026-08-01","05:30:13",false,"0.01"
4524381926,196750,"2026-08-01","05:30:15",false,"0.00"
4524381923,196726,"2026-08-01","05:30:15",false,"0.00"
4524381942,196745,"2026-08-01","05:30:16",false,"0.01"
4524381947,196771,"2026-08-01","05:30:16",false,"0.01"
4524381939,196727,"2026-08-01","05:30:16",false,"0.00"
4524381959,196750,"2026-08-01","05:30:17",false,"0.01"
4524381969,196741,"2026-08-01","05:30:18",false,"0.01"
4524381985,196761,"2026-08-01","05:30:19",false,"0.00"
4524382008,196765,"2026-08-01","05:30:21",false,"0.01"
4524382034,196727,"2026-08-01","05:30:22",false,"0.01"
4524382043,196745,"2026-08-01","05:30:22",false,"0.00"
4524382025,196783,"2026-08-01","05:30:22",false,"0.01"
4524382047,196765,"2026-08-01","05:30:23",false,"0.00"
4524382057,196761,"2026-08-01","05:30:23",false,"0.01"
4524382062,196784,"2026-08-01","05:30:24",false,"0.00"
4524382061,196783,"2026-08-01","05:30:24",false,"0.00"
4524382085,196768,"2026-08-01","05:30:25",false,"0.00"
4524382087,196771,"2026-08-01","05:30:25",false,"0.00"
4524382111,196755,"2026-08-01","05:30:26",false,"0.01"
4524382126,196777,"2026-08-01","05:30:27",false,"0.00"
4524382130,196736,"2026-08-01","05:30:27",false,"0.01"
4524382165,196730,"2026-08-01","05:30:29",false,"0.00"
4524382162,196736,"2026-08-01","05:30:29",false,"0.00"
4524382180,196755,"2026-08-01","05:30:30",false,"0.00"
4524382195,196736,"2026-08-01","05:30:31",false,"0.01"
4524382209,196723,"2026-08-01","05:30:32",false,"0.01"
4524382206,196784,"2026-08-01","05:30:32",false,"0.01"
4524382221,196736,"2026-08-01","05:30:33",false,"0.00"
4524382227,196746,"2026-08-01","05:30:34",false,"0.01"
4524382233,196741,"2026-08-01","05:30:34",false,"0.00"
4524382296,196775,"2026-08-01","05:30:39",false,"0.02"
4524382305,196746,"2026-08-01","05:30:40",false,"0.00"
4524382334,196775,"2026-08-01","05:30:41",false,"0.01"
4524382400,196789,"2026-08-01","05:30:46",false,"0.01"
4524382413,196789,"2026-08-01","05:30:47",false,"0.00"
4524382422,196775,"2026-08-01","05:30:48",false,"0.00"
4524382436,196789,"2026-08-01","05:30:49",false,"0.01"
4524382435,196768,"2026-08-01","05:30:49",false,"0.01"
4524382451,196727,"2026-08-01","05:30:50",false,"0.00"
4524382473,196789,"2026-08-01","05:30:51",false,"0.00"
4524382466,196768,"2026-08-01","05:30:51",false,"0.00"
4524382486,196730,"2026-08-01","05:30:52",false,"0.01"
4524382496,196732,"2026-08-01","05:30:53",false,"0.01"
4524382501,196759,"2026-08-01","05:30:53",false,"0.00"
4524382513,196727,"2026-08-01","05:30:54",false,"0.01"
4524382510,196780,"2026-08-01","05:30:54",false,"0.01"
4524382514,196730,"2026-08-01","05:30:54",false,"0.00"
4524382533,196784,"2026-08-01","05:30:56",false,"0.00"
4524382547,196772,"2026-08-01","05:30:57",false,"0.01"
4524382553,196789,"2026-08-01","05:30:57",false,"0.01"
4524382556,196727,"2026-08-01","05:30:57",false,"0.00"
4524382563,196780,"2026-08-01","05:30:58",false,"0.00"
4524382564,196784,"2026-08-01","05:30:58",false,"0.01"
4524382583,196775,"2026-08-01","05:30:59",false,"0.01"
4524382582,196772,"2026-08-01","05:30:59",false,"0.00"
4524382591,196789,"2026-08-01","05:30:59",false,"0.00"
4524382600,196761,"2026-08-01","05:30:59",false,"0.00"
4524382616,196732,"2026-08-01","05:31:00",false,"0.02"
4524382608,196780,"2026-08-01","05:31:00",false,"0.01"
4524382617,196733,"2026-08-01","05:31:00",false,"0.01"
4524382630,196789,"2026-08-01","05:31:01",false,"0.01"
4524382627,196772,"2026-08-01","05:31:01",false,"0.01"
4524382650,196740,"2026-08-01","05:31:02",false,"0.01"
4524382647,196733,"2026-08-01","05:31:02",false,"0.00"
4524382667,196789,"2026-08-01","05:31:03",false,"0.00"
4524382665,196775,"2026-08-01","05:31:03",false,"0.00"
4524382694,196775,"2026-08-01","05:31:05",false,"0.01"
4524382714,196780,"2026-08-01","05:31:06",false,"0.02"
4524382721,196733,"2026-08-01","05:31:06",false,"0.01"
4524382738,196733,"2026-08-01","05:31:07",false,"0.00"
4524382748,196740,"2026-08-01","05:31:08",false,"0.00"
4524382765,196786,"2026-08-01","05:31:09",false,"0.01"
4524382758,196780,"2026-08-01","05:31:09",false,"0.01"
4524382752,196762,"2026-08-01","05:31:09",false,"0.01"
4524382790,196793,"2026-08-01","05:31:11",false,"0.01"
4524382788,196786,"2026-08-01","05:31:11",false,"0.00"
4524382816,196732,"2026-08-01","05:31:13",false,"0.01"
4524382870,196796,"2026-08-01","05:31:14",false,"0.01"
4524382874,196723,"2026-08-01","05:31:14",false,"0.00"
4524382835,196793,"2026-08-01","05:31:14",false,"0.00"
4524382888,196796,"2026-08-01","05:31:15",false,"0.00"
4524382900,196793,"2026-08-01","05:31:16",false,"0.01"
4524382923,196744,"2026-08-01","05:31:17",false,"0.01"
4524382914,196750,"2026-08-01","05:31:17",false,"0.00"
4524382937,196793,"2026-08-01","05:31:18",false,"0.00"
4524382939,196786,"2026-08-01","05:31:18",false,"0.01"
4524382949,196796,"2026-08-01","05:31:19",false,"0.01"
4524382982,196796,"2026-08-01","05:31:21",false,"0.00"
4524383009,196755,"2026-08-01","05:31:23",false,"0.01"
4524383034,196774,"2026-08-01","05:31:24",false,"0.01"
4524383040,196790,"2026-08-01","05:31:24",false,"0.01"
4524383051,196751,"2026-08-01","05:31:25",false,"0.01"
4524383046,196755,"2026-08-01","05:31:25",false,"0.00"
4524383044,196733,"2026-08-01","05:31:25",false,"0.01"
4524383060,196732,"2026-08-01","05:31:26",false,"0.02"
4524383088,196768,"2026-08-01","05:31:27",false,"0.01"
4524383091,196775,"2026-08-01","05:31:27",false,"0.00"
4524383087,196767,"2026-08-01","05:31:27",false,"0.01"
4524383082,196762,"2026-08-01","05:31:27",false,"0.00"
4524383078,196790,"2026-08-01","05:31:27",false,"0.00"
4524383077,196786,"2026-08-01","05:31:27",false,"0.00"
4524383126,196768,"2026-08-01","05:31:29",false,"0.00"
4524383112,196755,"2026-08-01","05:31:29",false,"0.01"
4524383141,196784,"2026-08-01","05:31:30",false,"0.00"
4524383159,196765,"2026-08-01","05:31:31",false,"0.01"
4524383149,196762,"2026-08-01","05:31:31",false,"0.01"
4524383162,196796,"2026-08-01","05:31:32",false,"0.01"
4524383184,196751,"2026-08-01","05:31:33",false,"0.00"
4524383179,196731,"2026-08-01","05:31:33",false,"0.01"
4524383180,196732,"2026-08-01","05:31:33",false,"0.01"
4524383222,196733,"2026-08-01","05:31:35",false,"0.00"
4524383224,196762,"2026-08-01","05:31:35",false,"0.00"
4524383221,196732,"2026-08-01","05:31:35",false,"0.02"
4524383255,196732,"2026-08-01","05:31:37",false,"0.01"
4524383269,196796,"2026-08-01","05:31:38",false,"0.00"
4524383284,196796,"2026-08-01","05:31:39",false,"0.01"
4524383288,196731,"2026-08-01","05:31:39",false,"0.00"
4524383306,196761,"2026-08-01","05:31:40",false,"0.01"
4524383337,196755,"2026-08-01","05:31:42",false,"0.00"
4524383322,196751,"2026-08-01","05:31:42",false,"0.01"
4524383346,196771,"2026-08-01","05:31:43",false,"0.01"
4524383357,196751,"2026-08-01","05:31:44",false,"0.00"
4524383384,196731,"2026-08-01","05:31:45",false,"0.01"
4524383377,196779,"2026-08-01","05:31:45",false,"0.01"
4524383375,196750,"2026-08-01","05:31:45",false,"0.01"
4524383396,196780,"2026-08-01","05:31:46",false,"0.00"
4524383433,196785,"2026-08-01","05:31:48",false,"0.01"
4524383446,196796,"2026-08-01","05:31:49",false,"0.00"
4524383464,196785,"2026-08-01","05:31:50",false,"0.00"
4524383466,196793,"2026-08-01","05:31:50",false,"0.01"
4524383473,196750,"2026-08-01","05:31:51",false,"0.00"
4524383475,196768,"2026-08-01","05:31:51",false,"0.01"
4524383477,196771,"2026-08-01","05:31:51",false,"0.00"
4524383478,196779,"2026-08-01","05:31:51",false,"0.00"
4524383500,196785,"2026-08-01","05:31:52",false,"0.01"
4524383494,196745,"2026-08-01","05:31:52",false,"0.01"
4524383514,196779,"2026-08-01","05:31:53",false,"0.01"
4524383547,196771,"2026-08-01","05:31:55",false,"0.01"
4524383546,196768,"2026-08-01","05:31:55",false,"0.00"
4524383548,196779,"2026-08-01","05:31:55",false,"0.00"
4524383554,196732,"2026-08-01","05:31:56",false,"0.00"
4524383559,196752,"2026-08-01","05:31:56",false,"0.01"
4524383579,196732,"2026-08-01","05:31:58",false,"0.01"
4524383600,196772,"2026-08-01","05:31:59",false,"0.00"
4524383599,196771,"2026-08-01","05:31:59",false,"0.00"
4524383622,196752,"2026-08-01","05:32:00",false,"0.00"
4524383627,196780,"2026-08-01","05:32:00",false,"0.01"
4524383626,196774,"2026-08-01","05:32:00",false,"0.00"
4524383610,196761,"2026-08-01","05:32:00",false,"0.00"
4524383609,196732,"2026-08-01","05:32:00",false,"0.00"
4524383630,196785,"2026-08-01","05:32:01",false,"0.00"
4524383642,196767,"2026-08-01","05:32:01",false,"0.00"
4524383645,196779,"2026-08-01","05:32:01",false,"0.01"
4524383643,196768,"2026-08-01","05:32:01",false,"0.01"
4524383677,196767,"2026-08-01","05:32:03",false,"0.01"
4524383676,196779,"2026-08-01","05:32:03",false,"0.00"
4524383672,196732,"2026-08-01","05:32:03",false,"0.01"
4524383678,196771,"2026-08-01","05:32:03",false,"0.01"
4524383697,196752,"2026-08-01","05:32:04",false,"0.01"
4524383705,196762,"2026-08-01","05:32:05",false,"0.01"
4524383741,196745,"2026-08-01","05:32:07",false,"0.02"
4524383746,196771,"2026-08-01","05:32:07",false,"0.00"
4524383774,196790,"2026-08-01","05:32:09",false,"0.01"
4524383768,196779,"2026-08-01","05:32:09",false,"0.01"
4524383782,196745,"2026-08-01","05:32:10",false,"0.01"
4524383798,196793,"2026-08-01","05:32:11",false,"0.00"
4524383803,196738,"2026-08-01","05:32:11",false,"0.01"
4524383796,196774,"2026-08-01","05:32:11",false,"0.01"
4524383840,196738,"2026-08-01","05:32:13",false,"0.00"
4524383845,196767,"2026-08-01","05:32:14",false,"0.00"
4524383864,196790,"2026-08-01","05:32:15",false,"0.00"
4524383867,196731,"2026-08-01","05:32:15",false,"0.00"
4524383866,196796,"2026-08-01","05:32:15",false,"0.01"
4524383880,196768,"2026-08-01","05:32:16",false,"0.00"
4524383897,196737,"2026-08-01","05:32:17",false,"0.01"
4524383892,196779,"2026-08-01","05:32:17",false,"0.00"
4524383918,196790,"2026-08-01","05:32:18",false,"0.01"
4524383939,196737,"2026-08-01","05:32:19",false,"0.00"
4524383956,196725,"2026-08-01","05:32:20",false,"0.01"
4524383958,196756,"2026-08-01","05:32:20",false,"0.01"
4524383966,196783,"2026-08-01","05:32:21",false,"0.01"
4524383991,196780,"2026-08-01","05:32:22",false,"0.00"
4524383995,196726,"2026-08-01","05:32:22",false,"0.01"
4524383997,196731,"2026-08-01","05:32:22",false,"0.01"
4524383998,196790,"2026-08-01","05:32:22",false,"0.00"
4524383990,196774,"2026-08-01","05:32:22",false,"0.00"
4524384008,196768,"2026-08-01","05:32:23",false,"0.01"
4524384010,196740,"2026-08-01","05:32:23",false,"0.01"
4524384011,196744,"2026-08-01","05:32:23",false,"0.00"
4524384022,196780,"2026-08-01","05:32:24",false,"0.01"
4524384069,196790,"2026-08-01","05:32:26",false,"0.01"
4524384052,196740,"2026-08-01","05:32:26",false,"0.00"
4524384071,196756,"2026-08-01","05:32:27",false,"0.00"
4524384072,196726,"2026-08-01","05:32:27",false,"0.00"
4524384089,196740,"2026-08-01","05:32:28",false,"0.01"
4524384102,196780,"2026-08-01","05:32:28",false,"0.00"
4524384090,196796,"2026-08-01","05:32:28",false,"0.00"
4524384120,196783,"2026-08-01","05:32:29",false,"0.00"
4524384125,196726,"2026-08-01","05:32:30",false,"0.01"
4524384124,196740,"2026-08-01","05:32:30",false,"0.00"
4524384140,196756,"2026-08-01","05:32:31",false,"0.01"
4524384151,196768,"2026-08-01","05:32:31",false,"0.00"
4524384156,196726,"2026-08-01","05:32:32",false,"0.00"
4524384228,196765,"2026-08-01","05:32:35",false,"0.00"
4524384221,196745,"2026-08-01","05:32:35",false,"0.00"
4524384211,196731,"2026-08-01","05:32:35",false,"0.00"
4524384226,196777,"2026-08-01","05:32:35",false,"0.01"
4524384264,196756,"2026-08-01","05:32:37",false,"0.00"
4524384253,196783,"2026-08-01","05:32:37",false,"0.01"
4524384341,196765,"2026-08-01","05:32:42",false,"0.01"
4524384377,196771,"2026-08-01","05:32:44",false,"0.01"
4524384397,196780,"2026-08-01","05:32:45",false,"0.01"
4524384414,196745,"2026-08-01","05:32:46",false,"0.01"
4524384415,196752,"2026-08-01","05:32:46",false,"0.00"
4524384452,196765,"2026-08-01","05:32:48",false,"0.00"
4524384448,196752,"2026-08-01","05:32:48",false,"0.01"
4524384461,196725,"2026-08-01","05:32:48",false,"0.00"
4524384474,196790,"2026-08-01","05:32:49",false,"0.00"
4524384479,196745,"2026-08-01","05:32:50",false,"0.00"
4524384480,196752,"2026-08-01","05:32:50",false,"0.00"
4524384484,196765,"2026-08-01","05:32:50",false,"0.01"
4524384494,196755,"2026-08-01","05:32:50",false,"0.01"
4524384525,196790,"2026-08-01","05:32:52",false,"0.01"
4524384533,196764,"2026-08-01","05:32:53",false,"0.01"
4524384540,196762,"2026-08-01","05:32:53",false,"0.00"
4524384549,196772,"2026-08-01","05:32:54",false,"0.01"
4524384554,196756,"2026-08-01","05:32:54",false,"0.01"
4524384589,196765,"2026-08-01","05:32:56",false,"0.00"
4524384600,196755,"2026-08-01","05:32:56",false,"0.00"
4524384601,196790,"2026-08-01","05:32:56",false,"0.00"
4524384612,196768,"2026-08-01","05:32:57",false,"0.01"
4524384629,196780,"2026-08-01","05:32:58",false,"0.00"
4524384632,196729,"2026-08-01","05:32:59",false,"0.01"
4524384646,196768,"2026-08-01","05:32:59",false,"0.00"
4524384661,196752,"2026-08-01","05:33:00",false,"0.01"
4524384683,196732,"2026-08-01","05:33:02",false,"0.00"
4524384710,196767,"2026-08-01","05:33:03",false,"0.01"
4524384726,196752,"2026-08-01","05:33:04",false,"0.00"
4524384741,196731,"2026-08-01","05:33:05",false,"0.01"
4524384752,196767,"2026-08-01","05:33:05",false,"0.00"
4524384743,196756,"2026-08-01","05:33:05",false,"0.00"
4524384744,196763,"2026-08-01","05:33:05",false,"0.01"
4524384777,196729,"2026-08-01","05:33:07",false,"0.00"
4524384803,196772,"2026-08-01","05:33:09",false,"0.00"
4524384824,196767,"2026-08-01","05:33:10",false,"0.01"
4524384827,196772,"2026-08-01","05:33:10",false,"0.01"
4524384826,196768,"2026-08-01","05:33:10",false,"0.01"
4524384854,196738,"2026-08-01","05:33:11",false,"0.01"
4524384880,196738,"2026-08-01","05:33:13",false,"0.00"
4524384882,196727,"2026-08-01","05:33:13",false,"0.01"
4524384884,196763,"2026-08-01","05:33:13",false,"0.00"
4524384911,196790,"2026-08-01","05:33:15",false,"0.01"
4524384924,196768,"2026-08-01","05:33:16",false,"0.00"
4524384965,196772,"2026-08-01","05:33:18",false,"0.00"
4524384963,196775,"2026-08-01","05:33:18",false,"0.01"
4524384982,196780,"2026-08-01","05:33:19",false,"0.01"
4524384988,196767,"2026-08-01","05:33:20",false,"0.00"
4524384997,196786,"2026-08-01","05:33:20",false,"0.01"
4524384996,196727,"2026-08-01","05:33:20",false,"0.00"
4524385011,196733,"2026-08-01","05:33:21",false,"0.01"
4524385006,196780,"2026-08-01","05:33:21",false,"0.00"
4524385007,196764,"2026-08-01","05:33:21",false,"0.00"
4524385057,196783,"2026-08-01","05:33:25",false,"0.00"
4524385085,196783,"2026-08-01","05:33:27",false,"0.01"
4524385106,196733,"2026-08-01","05:33:28",false,"0.00"
4524385105,196727,"2026-08-01","05:33:28",false,"0.01"
4524385119,196767,"2026-08-01","05:33:29",false,"0.01"
4524385135,196725,"2026-08-01","05:33:30",false,"0.01"
4524385162,196786,"2026-08-01","05:33:32",false,"0.00"
4524385164,196790,"2026-08-01","05:33:32",false,"0.00"
4524385166,196726,"2026-08-01","05:33:33",false,"0.01"
4524385183,196745,"2026-08-01","05:33:34",false,"0.01"
4524385197,196755,"2026-08-01","05:33:35",false,"0.01"
4524385234,196777,"2026-08-01","05:33:37",false,"0.00"
4524385236,196726,"2026-08-01","05:33:38",false,"0.00"
4524385246,196755,"2026-08-01","05:33:39",false,"0.00"
4524385266,196738,"2026-08-01","05:33:41",false,"0.01"
4524385271,196745,"2026-08-01","05:33:41",false,"0.00"
4524385288,196759,"2026-08-01","05:33:42",false,"0.03"
4524385304,196755,"2026-08-01","05:33:43",false,"0.01"
4524385313,196765,"2026-08-01","05:33:44",false,"0.01"
4524385346,196786,"2026-08-01","05:33:46",false,"0.01"
4524385348,196759,"2026-08-01","05:33:46",false,"0.00"
4524385365,196731,"2026-08-01","05:33:47",false,"0.00"
4524385363,196739,"2026-08-01","05:33:47",false,"0.01"
4524385376,196771,"2026-08-01","05:33:48",false,"0.00"
4524385392,196723,"2026-08-01","05:33:49",false,"0.01"
4524385391,196739,"2026-08-01","05:33:49",false,"0.00"
4524385410,196768,"2026-08-01","05:33:50",false,"0.01"
4524385414,196736,"2026-08-01","05:33:50",false,"0.01"
4524385433,196755,"2026-08-01","05:33:51",false,"0.00"
4524385445,196771,"2026-08-01","05:33:52",false,"0.01"
4524385483,196771,"2026-08-01","05:33:54",false,"0.00"
4524385489,196726,"2026-08-01","05:33:54",false,"0.01"
4524385487,196793,"2026-08-01","05:33:54",false,"0.01"
4524385513,196768,"2026-08-01","05:33:56",false,"0.00"
4524385523,196725,"2026-08-01","05:33:56",false,"0.00"
4524385545,196755,"2026-08-01","05:33:57",false,"0.01"
4524385534,196784,"2026-08-01","05:33:57",false,"0.01"
4524385547,196752,"2026-08-01","05:33:58",false,"0.01"
4524385557,196777,"2026-08-01","05:33:58",false,"0.01"
4524385561,196726,"2026-08-01","05:33:58",false,"0.00"
4524385570,196784,"2026-08-01","05:33:59",false,"0.00"
4524385591,196726,"2026-08-01","05:34:00",false,"0.01"
4524385599,196771,"2026-08-01","05:34:01",false,"0.01"
4524385619,196765,"2026-08-01","05:34:02",false,"0.00"
4524385616,196752,"2026-08-01","05:34:02",false,"0.00"
4524385626,196723,"2026-08-01","05:34:03",false,"0.00"
4524385634,196771,"2026-08-01","05:34:03",false,"0.00"
4524385661,196793,"2026-08-01","05:34:04",false,"0.00"
4524385673,196771,"2026-08-01","05:34:05",false,"0.01"
4524385671,196768,"2026-08-01","05:34:05",false,"0.01"
4524385675,196777,"2026-08-01","05:34:05",false,"0.00"
4524385693,196793,"2026-08-01","05:34:06",false,"0.01"
4524385689,196752,"2026-08-01","05:34:06",false,"0.01"
4524385721,196752,"2026-08-01","05:34:08",false,"0.02"
4524385730,196739,"2026-08-01","05:34:09",false,"0.01"
4524385741,196771,"2026-08-01","05:34:09",false,"0.00"
4524385783,196771,"2026-08-01","05:34:11",false,"0.01"
4524385768,196738,"2026-08-01","05:34:11",false,"0.00"
4524385769,196739,"2026-08-01","05:34:11",false,"0.00"
4524385780,196768,"2026-08-01","05:34:11",false,"0.00"
4524385819,196755,"2026-08-01","05:34:13",false,"0.00"
4524385817,196727,"2026-08-01","05:34:13",false,"0.00"
4524385824,196768,"2026-08-01","05:34:14",false,"0.01"
4524385836,196752,"2026-08-01","05:34:14",false,"0.00"
4524385846,196793,"2026-08-01","05:34:15",false,"0.00"
4524385857,196771,"2026-08-01","05:34:16",false,"0.00"
4524385883,196755,"2026-08-01","05:34:17",false,"0.01"
4524385878,196775,"2026-08-01","05:34:17",false,"0.00"
4524385899,196759,"2026-08-01","05:34:18",false,"0.03"
4524385910,196783,"2026-08-01","05:34:19",false,"0.00"
4524385914,196738,"2026-08-01","05:34:19",false,"0.01"
4524385915,196727,"2026-08-01","05:34:19",false,"0.01"
4524385925,196779,"2026-08-01","05:34:20",false,"0.01"
4524385933,196759,"2026-08-01","05:34:20",false,"0.00"
4524385941,196750,"2026-08-01","05:34:20",false,"0.01"
4524385944,196783,"2026-08-01","05:34:21",false,"0.01"
4524385968,196727,"2026-08-01","05:34:22",false,"0.00"
4524385987,196738,"2026-08-01","05:34:23",false,"0.00"
4524386002,196727,"2026-08-01","05:34:24",false,"0.01"
4524386018,196762,"2026-08-01","05:34:25",false,"0.01"
4524386028,196771,"2026-08-01","05:34:26",false,"0.01"
4524386044,196750,"2026-08-01","05:34:27",false,"0.00"
4524386057,196767,"2026-08-01","05:34:28",false,"0.00"
4524386058,196771,"2026-08-01","05:34:28",false,"0.00"
4524386074,196738,"2026-08-01","05:34:29",false,"0.01"
4524386070,196750,"2026-08-01","05:34:29",false,"0.01"
4524386108,196738,"2026-08-01","05:34:31",false,"0.00"
4524386116,196727,"2026-08-01","05:34:33",false,"0.00"
4524386126,196783,"2026-08-01","05:34:33",false,"0.00"
4524386137,196771,"2026-08-01","05:34:34",false,"0.01"
4524386154,196796,"2026-08-01","05:34:36",false,"0.01"
4524386167,196780,"2026-08-01","05:34:36",false,"0.01"
4524386169,196736,"2026-08-01","05:34:37",false,"0.00"
4524386174,196756,"2026-08-01","05:34:37",false,"0.01"
4524386211,196768,"2026-08-01","05:34:39",false,"0.00"
4524386224,196786,"2026-08-01","05:34:41",false,"0.00"
4524386237,196771,"2026-08-01","05:34:41",false,"0.00"
4524386256,196774,"2026-08-01","05:34:42",false,"0.01"
4524386278,196762,"2026-08-01","05:34:44",false,"0.00"
4524386311,196771,"2026-08-01","05:34:45",false,"0.01"
4524386302,196762,"2026-08-01","05:34:45",false,"0.01"
4524386295,196775,"2026-08-01","05:34:45",false,"0.01"
4524386336,196775,"2026-08-01","05:34:47",false,"0.02"
4524386346,196750,"2026-08-01","05:34:47",false,"0.00"
4524386372,196726,"2026-08-01","05:34:50",false,"0.00"
4524386381,196774,"2026-08-01","05:34:51",false,"0.00"
